District,Category,Capacity,Nbhood,Latitude,Longitude,Care Category,Capacity Category,Bed Capacity,Desired Bed Capacity,Capacity Difference
KADIKÖY,Private Hospital,58.0,MERDİVENKÖY,40.98763141,29.06195448,Private Health Care,Medium Capacity,59.51555555555555,37.2,-22.315555555555548
ZEYTİNBURNU,Policlinic Private,0.0,SÜMER,40.98498595,28.89577784,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
FATİH,Policlinic Private,0.0,AKŞEMSETTİN,41.01676219,28.94157701,Private Health Care,Low Capacity,40.27368421052631,0.4,-39.873684210526314
FATİH,Private Hospital,27.0,İSKENDERPAŞA,41.01546258,28.9505099,Private Health Care,Medium Capacity,59.51555555555555,1.7000000000000002,-57.81555555555555
PENDİK,Policlinic,,SAPAN BAĞLARI,40.88769273,29.21952521,Public Health Care,Low Capacity,6.395012468827931,15.000000000000002,8.604987531172071
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00024549,28.86213809,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
GAZİOSMANPAŞA,Private Hospital,50.0,HÜRRİYET,41.06563884,28.89995842,Private Health Care,Medium Capacity,59.51555555555555,95.1,35.58444444444444
GAZİOSMANPAŞA,Policlinic,0.0,BARBAROS HAYRETTİN PAŞA,41.0751075,28.88727168,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENLER,Private Hospital,,FEVZİ ÇAKMAK,41.03942939,28.88211529,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BEYKOZ,Public Hospital,265.0,İNCİRKÖY,41.11742161,29.09859739,Public Health Care,High Capacity,477.0976744186046,14.499999999999998,-462.5976744186046
BAHÇELİEVLER,Clinic,,SİYAVUŞPAŞA,40.99826774,28.85714952,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Clinic,,FEVZİ ÇAKMAK,40.87751267,29.26442032,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Clinic,,ESATPAŞA,41.00387674,29.08201909,Public Health Care,Low Capacity,6.395012468827931,18.79501246882793,12.4
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00602456,28.87133338,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Policlinic Private,0.0,NİSBETİYE,41.07543138,29.01887254,Private Health Care,Low Capacity,40.27368421052631,10.750000000000002,-29.523684210526312
BAĞCILAR,Clinic,,GÜNEŞLİ,41.03130949,28.83313141,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYLİKDÜZÜ,Red Crescent,,GÜRPINAR,40.98915277,28.60309102,Public Health Care,,0.0,0.0,0.0
SARIYER,Clinic,,RUMELİ HİSARI,41.08608011,29.04688538,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYLİKDÜZÜ,Policlinic Private,0.0,BARIŞ,40.99666086,28.64585747,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEYLİKDÜZÜ,Clinic,,BARIŞ,40.99787549,28.64446052,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KARTAL,Policlinic,,CEVİZLİ,40.91723229,29.17468084,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Clinic,,ZÜHTÜPAŞA,40.98140776,29.03834437,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Public Hospital,50.0,DİKİLİTAŞ,41.05208115,29.00842753,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
BEŞİKTAŞ,Private Hospital,102.0,GAYRETTEPE,41.06333952,29.003816,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00142361,28.86308961,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,KOCASİNAN MERKEZ,41.01285176,28.83909322,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,ŞİRİNEVLER,40.99466304,28.84575181,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Clinic,,ESENTEPE,41.06391713,29.01113039,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00007899,28.86079732,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,0.0,CERRAHPAŞA,41.00524748,28.93690381,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SULTANGAZİ,Public Hospital,600.0,UĞUR MUMCU,41.10501188,28.87209348,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
SİLİVRİ,Emergency Station,3.0,PİRİ MEHMET PAŞA,41.07851627,28.23858135,Emergency Care,Emergency Location,,0.0,
ÇEKMEKÖY,Emergency Station,3.0,ÖMERLİ,41.07889123,29.32842741,Emergency Care,Emergency Location,,0.0,
ŞİLE,Public Hospital,0.0,BALİBEY,41.17520977,29.61721859,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
GAZİOSMANPAŞA,Emergency Station,3.0,KAZIM KARABEKİR,41.07726237,28.91270997,Emergency Care,Emergency Location,,0.0,
ATAŞEHİR,Policlinic,,İÇERENKÖY,40.97053788,29.103218,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ZEYTİNBURNU,Clinic,,VELİEFENDİ,40.997272,28.903661,Public Health Care,Low Capacity,6.395012468827931,0.1,-6.295012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00411251,28.86655636,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Emergency Station,3.0,MİMAR SİNAN,40.98511518,29.16308583,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Policlinic Private,0.0,İSTİKLAL,41.02462199,29.10108955,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAŞAKŞEHİR,Clinic,,BAHÇEŞEHİR 1. KISIM,41.06322492,28.68665524,Public Health Care,Low Capacity,6.395012468827931,2.2,-4.19501246882793
KADIKÖY,Private Hospital,84.0,19 MAYIS,40.97658157,29.09296968,Private Health Care,Medium Capacity,59.51555555555555,3.05,-56.465555555555554
EYÜPSULTAN,Private Hospital,31.0,KARADOLAP,41.07896257,28.92724944,Private Health Care,Medium Capacity,59.51555555555555,0.2,-59.31555555555555
GAZİOSMANPAŞA,Private Hospital,57.0,YILDIZTABYA,41.06220302,28.92874512,Private Health Care,Medium Capacity,59.51555555555555,59.56555555555555,0.04999999999999716
ATAŞEHİR,Emergency Station,3.0,ATATÜRK,40.98734472,29.13100071,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Clinic,,15 TEMMUZ,41.04370318,28.81909299,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Private Hospital,40.0,HÜRRİYET,40.9923584,28.8406207,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KADIKÖY,Research Hospital,660.0,EĞİTİM,40.98567899,29.05603831,Research Care,High Capacity,146.86486486486487,0.3,-146.56486486486486
ÜMRANİYE,Red Crescent,,ATATÜRK,41.0261426,29.08755978,Public Health Care,,0.0,0.0,0.0
SİLİVRİ,Private Hospital,120.0,MİMAR SİNAN,41.08247184,28.22453217,Private Health Care,Medium Capacity,59.51555555555555,73.80000000000001,14.28444444444446
ÜMRANİYE,Private Hospital,19.0,NAMIK KEMAL,41.01679921,29.09445207,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GAZİOSMANPAŞA,Policlinic,,KARAYOLLARI,41.08609948,28.89810282,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic Private,0.0,ŞEHREMİNİ,41.01505126,28.93311847,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEŞİKTAŞ,Clinic,,NİSBETİYE,41.07592,29.020036,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAKIRKÖY,Policlinic,0.0,ZEYTİNLİK,40.97846257,28.87163631,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENYURT,Policlinic Private,0.0,BAĞLARÇEŞME,41.03671627,28.67875081,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
MALTEPE,Clinic,,ALTINTEPE,40.95077466,29.10302094,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Private Hospital,113.0,BAHÇELİEVLER,41.00124346,28.88045874,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
SARIYER,Emergency Station,3.0,MASLAK,41.13714052,29.02367011,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.08438121,29.020653,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
FATİH,Policlinic,,TOPKAPI,41.01799945,28.93362028,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Policlinic,0.0,ALTUNİZADE,41.02376962,29.04057413,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Policlinic Private,0.0,ACIBADEM,41.01262253,29.05346902,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ÜSKÜDAR,Policlinic Private,0.0,ALTUNİZADE,41.02383389,29.0386739,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KADIKÖY,Policlinic,,FENERYOLU,40.98429816,29.05521109,Public Health Care,Low Capacity,6.395012468827931,12.4,6.00498753117207
FATİH,Private Hospital,26.0,ŞEHREMİNİ,41.01488809,28.9333865,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
FATİH,Policlinic,,CERRAHPAŞA,41.00454911,28.94133986,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SULTANBEYLİ,Policlinic,0.0,MECİDİYE,40.95908198,29.29563263,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Private Hospital,89.0,BAHÇELİEVLER,41.0064217,28.8700785,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ESENLER,Private Hospital,23.0,BİRLİK,41.04985319,28.87575287,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAĞCILAR,Clinic,,SANCAKTEPE,41.03678224,28.85730039,Public Health Care,Low Capacity,6.395012468827931,27.39501246882793,21.0
KAĞITHANE,Policlinic Private,0.0,SULTAN SELİM,41.09092188,28.99889927,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEYLİKDÜZÜ,Private Hospital,101.0,ADNAN KAHVECİ,41.00656282,28.62957137,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.003792,28.871402,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00114173,28.8616221,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Research Hospital,300.0,İÇERENKÖY,40.96951169,29.10425351,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
FATİH,Policlinic,50.0,TOPKAPI,41.01551428,28.93520264,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,73.0,CERRAHPAŞA,41.00531804,28.93927361,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,0.0,CERRAHPAŞA,41.0060538,28.93959354,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Research Hospital,429.0,HASEKİ SULTAN,41.01004728,28.94386006,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
KADIKÖY,Policlinic Private,0.0,CAFERAĞA,40.98772674,29.02699532,Private Health Care,Low Capacity,40.27368421052631,3.4000000000000004,-36.873684210526314
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.07702172,29.01492213,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
SARIYER,Clinic,,İSTİNYE,41.1145714,29.05389798,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,GÜNEŞLİ,41.03272113,28.8268771,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,50.0,CERRAHPAŞA,41.00599473,28.94132873,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Clinic,,HIRKA-İ ŞERİF,41.02496061,28.94071579,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,,TOPKAPI,41.01626289,28.93473365,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,226.0,TOPKAPI,41.01581051,28.93552333,Public Health Care,Low Capacity,6.395012468827931,21.685037406483797,15.290024937655867
SARIYER,Clinic,,REŞİTPAŞA,41.10336217,29.04560824,Public Health Care,Low Capacity,6.395012468827931,7.05,0.6549875311720692
ŞİŞLİ,Clinic,,HALİDE EDİP ADIVAR,41.06285978,28.97649548,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.16846909,29.05668424,Public Health Care,Low Capacity,6.395012468827931,1.75,-4.645012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.16887749,29.05681416,Public Health Care,Low Capacity,6.395012468827931,0.2,-6.19501246882793
SARIYER,Clinic,,REŞİTPAŞA,41.10438629,29.0463029,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Clinic,,ORTAKÖY,41.05035478,29.02585241,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAYRAMPAŞA,Clinic,,ORTA,41.03571029,28.91022928,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Emergency Station,3.0,SANCAKTEPE,41.03605979,28.85396816,Emergency Care,Emergency Location,,0.0,
SULTANBEYLİ,Policlinic,100.0,MEHMET AKİF,40.96364605,29.26575766,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Red Crescent,,ATATÜRK,40.99054085,29.11286764,Public Health Care,,0.0,0.0,0.0
BEYOĞLU,Private Hospital,,CİHANGİR,41.0332014,28.98450898,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00608756,28.87127102,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜMRANİYE,Research Hospital,836.0,ELMALIKENT,41.03212673,29.10200615,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
KADIKÖY,Policlinic Private,0.0,FENERYOLU,40.97904683,29.04579328,Private Health Care,Low Capacity,40.27368421052631,24.8,-15.473684210526311
SANCAKTEPE,Policlinic Private,0.0,EYÜP SULTAN,40.98439242,29.23038507,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.0011931,28.874548,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,KEMALPAŞA,41.04864917,28.84966186,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Policlinic Private,0.0,DEMİRKAPI,41.04627218,28.83828742,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAĞCILAR,Clinic,,YENİMAHALLE,41.04000362,28.84357159,Public Health Care,Low Capacity,6.395012468827931,9.5,3.1049875311720694
ŞİŞLİ,Policlinic,0.0,TEŞVİKİYE,41.05318774,28.99660417,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Private Hospital,27.0,FULYA,41.06291808,28.99458416,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GAZİOSMANPAŞA,Private Hospital,75.0,YENİ MAHALLE,41.07996268,28.90680399,Private Health Care,Medium Capacity,59.51555555555555,111.51555555555557,52.000000000000014
BAHÇELİEVLER,Clinic,,ZAFER,41.00769265,28.8329741,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Clinic,,GAYRETTEPE,41.06564469,29.00786659,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SULTANGAZİ,Emergency Station,3.0,CUMHURİYET,41.08646047,28.87619077,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Private Hospital,90.0,UĞUR MUMCU,41.09946174,28.86323854,Private Health Care,Medium Capacity,59.51555555555555,183.74999999999997,124.23444444444442
ADALAR,Emergency Station,3.0,BURGAZADA,40.88009353,29.06900011,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Clinic,,YENİMAHALLE,41.0423945,28.84400943,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Emergency Station,3.0,19 MAYIS,41.05806687,28.99047468,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Research Hospital,648.0,ATAKENT,41.05494806,28.75998766,Research Care,High Capacity,146.86486486486487,214.1,67.23513513513512
BAHÇELİEVLER,Private Hospital,19.0,BAHÇELİEVLER,41.00106908,28.87103941,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00050738,28.87087841,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
GÜNGÖREN,Clinic,,MAREŞAL ÇAKMAK,41.01588551,28.86175353,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.001274,28.870884,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,MERKEZ,41.03432962,28.85836992,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SİLİVRİ,Private Hospital,51.0,ALİBEY,41.0719971,28.25850931,Private Health Care,Medium Capacity,59.51555555555555,49.20000000000001,-10.315555555555541
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00082646,28.87086265,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic Private,0.0,MERDİVENKÖY,40.98349398,29.06389706,Private Health Care,Low Capacity,40.27368421052631,86.09275143498927,45.819067224462955
KADIKÖY,Clinic,,FENERYOLU,40.97618429,29.05059748,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Policlinic,0.0,BAHÇELİEVLER,40.99702674,28.85609121,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00209844,28.86023205,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYKOZ,Public Hospital,64.0,ÇİĞDEM,41.11066212,29.0861435,Public Health Care,High Capacity,477.0976744186046,28.2,-448.8976744186046
MALTEPE,Private Hospital,25.0,ALTAYÇEŞME,40.93328218,29.134693,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BEŞİKTAŞ,Policlinic Private,0.0,AKAT,41.08819264,29.02033268,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
SARIYER,Clinic,,AYAZAĞA,41.115681,28.99827,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,YILDIZTEPE,41.02755753,28.8570291,Public Health Care,Low Capacity,6.395012468827931,19.990024937655864,13.595012468827933
KAĞITHANE,Public Hospital,12.0,GÜRSEL,41.06628437,28.97415309,Public Health Care,High Capacity,477.0976744186046,56.39732731339471,-420.70034710520986
ÜSKÜDAR,Research Hospital,293.0,ZEYNEP KAMİL,41.01508737,29.02604715,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
BAĞCILAR,Clinic,,GÜNEŞLİ,41.03795426,28.82699407,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic Private,0.0,BOSTANCI,40.95789641,29.08519469,Private Health Care,Low Capacity,40.27368421052631,65.1,24.826315789473682
ESENLER,Clinic,,BİRLİK,41.04887375,28.86815884,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Private Hospital,38.0,FULYA,41.05910904,29.00087601,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ESENLER,Private Hospital,103.0,MENDERES,41.04074032,28.88104124,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Private Hospital,,BAHÇELİEVLER,40.99318498,28.85280348,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
EYÜPSULTAN,Policlinic Private,0.0,YEŞİLPINAR,41.08180392,28.91731105,Private Health Care,Low Capacity,40.27368421052631,7.749999999999999,-32.52368421052631
BAĞCILAR,Clinic,,KAZIM KARABEKİR,41.03031246,28.84352061,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Private Hospital,59.0,BARBAROS,41.03038103,28.83855574,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ÇATALCA,Clinic,,FERHATPAŞA,41.14308478,28.46001738,Public Health Care,Low Capacity,6.395012468827931,5.0,-1.3950124688279306
BAĞCILAR,Clinic,,SANCAKTEPE,41.035591,28.85834943,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Private Hospital,,GÜLBAHAR,41.06736051,29.00128991,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ÜSKÜDAR,Policlinic Private,0.0,ALTUNİZADE,41.0217538,29.04275961,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
SİLİVRİ,Clinic,,SELİMPAŞA,41.05470124,28.36715722,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYKOZ,Red Crescent,,YALIKÖY,41.13699158,29.08737883,Public Health Care,,0.0,0.0,0.0
BÜYÜKÇEKMECE,Public Hospital,50.0,ATATÜRK,41.01264692,28.59838046,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
SARIYER,Public Hospital,50.0,SARIYER MERKEZ,41.16921507,29.05676931,Public Health Care,High Capacity,477.0976744186046,0.1,-476.99767441860456
SARIYER,Clinic,,SARIYER MERKEZ,41.16904508,29.05628175,Public Health Care,Low Capacity,6.395012468827931,0.3,-6.095012468827931
GÜNGÖREN,Policlinic Private,0.0,HAZNEDAR,41.00936749,28.8684616,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00380509,28.87130119,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Private Hospital,76.0,KISIKLI,41.02522453,29.0823437,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00449786,28.8714182,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.1682873,29.05704862,Public Health Care,Low Capacity,6.395012468827931,0.5,-5.895012468827931
SARIYER,Red Crescent,,YENİKÖY,41.12195467,29.05315892,Public Health Care,,0.0,0.0,0.0
BAHÇELİEVLER,Clinic,,SİYAVUŞPAŞA,41.00313484,28.85203186,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SANCAKTEPE,Private Hospital,75.0,SARIGAZİ,41.00563938,29.21553374,Private Health Care,Medium Capacity,59.51555555555555,165.9,106.38444444444445
KADIKÖY,Policlinic Private,0.0,CAFERAĞA,40.98448045,29.02433006,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ÜSKÜDAR,Emergency Station,0.0,ZEYNEP KAMİL,41.01382125,29.0241572,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Private Hospital,255.0,MERKEZ,41.05896915,28.90808245,Private Health Care,Medium Capacity,59.51555555555555,0.6000000000000001,-58.91555555555555
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.08539807,29.020426,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.07714054,29.0160856,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ÇATALCA,Emergency Station,3.0,FERHATPAŞA,41.13506991,28.46494149,Emergency Care,Emergency Location,,0.0,
SARIYER,Clinic,,İSTİNYE,41.11840976,29.05086771,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SİLİVRİ,Public Hospital,223.0,YENİ,41.0780096,28.25024939,Public Health Care,High Capacity,477.0976744186046,24.600000000000005,-452.49767441860456
BAĞCILAR,Private Hospital,108.0,DEMİRKAPI,41.04801412,28.84495225,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİŞLİ,Clinic,,TEŞVİKİYE,41.05289538,28.99298989,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Red Crescent,,BATI,40.87797394,29.23063796,Public Health Care,,0.0,0.0,0.0
ARNAVUTKÖY,Public Hospital,201.0,ARNAVUTKÖY MERKEZ,41.17755675,28.74688674,Public Health Care,High Capacity,477.0976744186046,6.800000000000001,-470.2976744186046
ŞİŞLİ,Policlinic Private,0.0,19 MAYIS,41.06012536,28.98761992,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ZEYTİNBURNU,Policlinic Private,0.0,YEŞİLTEPE,40.99468713,28.90262007,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
TUZLA,Emergency Station,0.0,POSTANE,40.82132899,29.30789414,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Research Hospital,1000.0,KAPTANPAŞA,41.065435,28.97371833,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
ATAŞEHİR,Policlinic Private,0.0,ATATÜRK,40.99241408,29.12204367,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAĞCILAR,Policlinic,0.0,GÜNEŞLİ,41.0356595,28.83237405,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,ŞİRİNEVLER,40.99516005,28.84769037,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAŞAKŞEHİR,Policlinic Private,,BAHÇEŞEHİR 1. KISIM,41.06592616,28.68710012,Private Health Care,Low Capacity,40.27368421052631,49.332405827536405,9.058721617010093
ESENLER,Clinic,,BİRLİK,41.05000554,28.87005061,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Private Hospital,66.0,ACIBADEM,40.99821336,29.0333847,Private Health Care,Medium Capacity,59.51555555555555,0.2,-59.31555555555555
SANCAKTEPE,Research Hospital,400.0,EMEK,41.00552488,29.1968146,Research Care,High Capacity,146.86486486486487,204.35,57.485135135135124
KADIKÖY,Private Hospital,,ZÜHTÜPAŞA,40.98535156,29.03823618,Private Health Care,Medium Capacity,59.51555555555555,0.35,-59.16555555555555
ÜSKÜDAR,Policlinic Private,0.0,AZİZ MAHMUT HÜDAYİ,41.02197195,29.01559392,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
